"","CONUS_SCLA","CONUS_EVH","CONUS_EVC","CONUS_EVT","LC16_BPS_2","VALUE","COUNT","CONUS_MZ_0","BPS_MODEL","BPS_NAME","EVT_NAME","EVT_LF","EVT_PHYS","COVER","HEIGHT","SCLASS"
"653",2,117,145,9170,759,2855,314,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 45%","Tree Height = 17 meters","B"
"654",2,118,163,9170,726,4236,937,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 63%","Tree Height = 18 meters","B"
"655",2,118,160,7063,726,4143,14006,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 60%","Tree Height = 18 meters","B"
"656",2,111,142,7063,759,8507,500,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 42%","Tree Height = 11 meters","B"
"657",2,122,171,7039,759,3398,2298,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 71%","Tree Height = 22 meters","B"
"658",2,123,165,7156,759,8472,138,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 65%","Tree Height = 23 meters","B"
"659",2,117,163,7039,759,825,649,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 63%","Tree Height = 17 meters","B"
"660",2,122,153,7039,759,467,162,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 53%","Tree Height = 22 meters","B"
"661",2,123,173,7035,726,5727,113,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland","Tree","Conifer","Tree Cover = 73%","Tree Height = 23 meters","B"
"662",2,122,142,7039,723,7121,15,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 42%","Tree Height = 22 meters","B"
"663",2,114,150,9170,759,3465,268,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 50%","Tree Height = 14 meters","B"
"664",2,122,157,7063,759,461,1092,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 57%","Tree Height = 22 meters","B"
"665",2,114,138,7063,759,1788,821,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 38%","Tree Height = 14 meters","B"
"666",2,119,168,7063,726,4142,11283,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 68%","Tree Height = 19 meters","B"
"667",2,122,164,7037,726,7027,5690,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 64%","Tree Height = 22 meters","B"
"668",2,115,141,7156,759,2358,63,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 41%","Tree Height = 15 meters","B"
"669",2,118,146,9170,759,8148,375,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 46%","Tree Height = 18 meters","B"
"670",2,114,155,9170,759,9764,229,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 55%","Tree Height = 14 meters","B"
"671",2,122,142,7063,759,295,187,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 42%","Tree Height = 22 meters","B"
"672",2,117,169,7063,726,5358,6174,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 69%","Tree Height = 17 meters","B"
"673",2,120,161,7035,759,2341,9,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland","Tree","Conifer","Tree Cover = 61%","Tree Height = 20 meters","B"
"674",2,115,157,7063,759,379,1143,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 57%","Tree Height = 15 meters","B"
"675",2,114,157,7063,759,2825,831,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 57%","Tree Height = 14 meters","B"
"676",2,122,170,7063,726,4390,9412,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 70%","Tree Height = 22 meters","B"
"677",2,120,160,7063,759,416,2387,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 60%","Tree Height = 20 meters","B"
"678",2,123,155,9170,759,175,272,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 55%","Tree Height = 23 meters","B"
"679",2,118,145,9170,759,2688,391,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 45%","Tree Height = 18 meters","B"
"680",2,122,171,7035,759,1215,72,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland","Tree","Conifer","Tree Cover = 71%","Tree Height = 22 meters","B"
"681",2,130,161,9170,759,6310,159,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 61%","Tree Height = 30 meters","B"
"682",2,118,140,9170,759,1089,152,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 40%","Tree Height = 18 meters","B"
"683",2,113,164,7063,726,9352,2124,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 64%","Tree Height = 13 meters","B"
"684",2,119,155,7039,759,1999,379,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 55%","Tree Height = 19 meters","B"
"685",2,112,150,7063,759,515,424,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 50%","Tree Height = 12 meters","B"
"686",2,119,160,7063,759,672,2361,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 60%","Tree Height = 19 meters","B"
"687",2,122,171,7063,759,6053,1697,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 71%","Tree Height = 22 meters","B"
"688",2,116,139,7063,759,172,730,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 39%","Tree Height = 16 meters","B"
"689",2,114,166,7063,726,7278,2931,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 66%","Tree Height = 14 meters","B"
"690",2,122,137,7063,759,4337,49,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 37%","Tree Height = 22 meters","B"
"691",2,112,141,7063,759,1817,701,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 41%","Tree Height = 12 meters","B"
"692",2,119,157,7063,759,340,1999,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 57%","Tree Height = 19 meters","B"
"693",2,119,154,7156,759,1883,75,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 54%","Tree Height = 19 meters","B"
"694",2,111,129,7063,759,1424,299,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 29%","Tree Height = 11 meters","B"
"695",2,122,143,7063,759,2103,223,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 43%","Tree Height = 22 meters","B"
"696",2,122,163,7063,759,459,2580,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 63%","Tree Height = 22 meters","B"
"697",2,131,155,7063,759,2504,15,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 55%","Tree Height = 31 meters","B"
"698",2,115,150,9170,759,6676,313,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 50%","Tree Height = 15 meters","B"
"699",2,119,177,7039,726,3333,5074,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 77%","Tree Height = 19 meters","B"
"700",2,121,151,7063,759,694,666,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 51%","Tree Height = 21 meters","B"
"701",2,122,160,7156,759,8644,116,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 60%","Tree Height = 22 meters","B"
"702",2,124,172,7035,759,568,150,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland","Tree","Conifer","Tree Cover = 72%","Tree Height = 24 meters","B"
"703",2,123,169,7037,759,1558,1356,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 69%","Tree Height = 23 meters","B"
"704",2,122,149,9170,759,858,141,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 49%","Tree Height = 22 meters","B"
"705",2,116,162,7063,726,5576,10783,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 62%","Tree Height = 16 meters","B"
"706",2,122,172,7039,759,1167,2406,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 72%","Tree Height = 22 meters","B"
"707",2,120,167,7063,759,440,2147,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 67%","Tree Height = 20 meters","B"
"708",2,123,174,7039,726,3416,9714,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 74%","Tree Height = 23 meters","B"
"709",2,118,134,7063,759,949,158,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 34%","Tree Height = 18 meters","B"
"710",2,119,166,7156,726,8236,426,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 66%","Tree Height = 19 meters","B"
"711",2,117,161,9170,759,5724,519,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 61%","Tree Height = 17 meters","B"
"712",2,123,152,9170,759,1043,159,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 52%","Tree Height = 23 meters","B"
"713",2,122,164,7037,759,2803,812,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 64%","Tree Height = 22 meters","B"
"714",2,119,166,7039,759,3774,1140,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 66%","Tree Height = 19 meters","B"
"715",2,116,150,7063,759,484,1071,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 50%","Tree Height = 16 meters","B"
"716",2,116,151,9170,759,8759,410,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 51%","Tree Height = 16 meters","B"
"717",2,131,172,7035,759,333,108,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland","Tree","Conifer","Tree Cover = 72%","Tree Height = 31 meters","B"
"718",2,115,160,7063,759,5647,1062,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 60%","Tree Height = 15 meters","B"
"719",2,122,174,7039,723,1198,1933,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 74%","Tree Height = 22 meters","B"
"720",2,121,165,7037,726,5789,6246,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 65%","Tree Height = 21 meters","B"
"721",2,122,149,7063,759,154,429,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 49%","Tree Height = 22 meters","B"
"722",2,119,165,7063,726,3845,14670,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 65%","Tree Height = 19 meters","B"
"723",2,119,164,7156,726,8237,514,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 64%","Tree Height = 19 meters","B"
"724",2,116,156,7063,759,2853,1323,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 56%","Tree Height = 16 meters","B"
"725",2,121,160,9170,759,422,1004,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 60%","Tree Height = 21 meters","B"
"726",2,122,172,7039,723,7678,1686,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 72%","Tree Height = 22 meters","B"
"727",2,122,163,7039,723,8344,794,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 63%","Tree Height = 22 meters","B"
"728",2,115,148,7063,759,2756,869,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 48%","Tree Height = 15 meters","B"
"729",2,121,161,7039,723,4074,597,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 61%","Tree Height = 21 meters","B"
"730",2,114,142,7063,759,3833,959,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 42%","Tree Height = 14 meters","B"
"731",2,115,155,7063,759,3139,1123,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 55%","Tree Height = 15 meters","B"
"732",2,122,169,7063,759,349,2210,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 69%","Tree Height = 22 meters","B"
"733",2,131,176,7035,759,2052,211,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland","Tree","Conifer","Tree Cover = 76%","Tree Height = 31 meters","B"
"734",2,122,159,7035,759,2850,13,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland","Tree","Conifer","Tree Cover = 59%","Tree Height = 22 meters","B"
"735",2,120,146,9170,759,2300,184,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 46%","Tree Height = 20 meters","B"
"736",2,122,140,7063,759,2303,126,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 40%","Tree Height = 22 meters","B"
"737",2,119,166,7063,759,371,2104,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 66%","Tree Height = 19 meters","B"
"738",2,119,157,9170,759,3698,810,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 57%","Tree Height = 19 meters","B"
"739",2,122,158,9170,759,678,628,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 58%","Tree Height = 22 meters","B"
"740",2,131,160,7039,726,3798,117,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 60%","Tree Height = 31 meters","B"
"741",2,120,168,7035,759,2594,29,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland","Tree","Conifer","Tree Cover = 68%","Tree Height = 20 meters","B"
"742",2,120,166,7039,723,8647,1237,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 66%","Tree Height = 20 meters","B"
"743",2,131,167,7035,759,771,30,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland","Tree","Conifer","Tree Cover = 67%","Tree Height = 31 meters","B"
"744",2,131,164,7039,726,9136,282,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 64%","Tree Height = 31 meters","B"
"745",2,121,171,7039,759,3397,2027,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 71%","Tree Height = 21 meters","B"
"746",2,119,155,7063,759,465,1647,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 55%","Tree Height = 19 meters","B"
"747",2,116,154,7063,759,1213,1260,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 54%","Tree Height = 16 meters","B"
"748",2,118,165,7037,759,9784,1384,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 65%","Tree Height = 18 meters","B"
"749",2,113,130,7063,759,7561,269,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 30%","Tree Height = 13 meters","B"
"750",2,118,154,7156,759,9998,78,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 54%","Tree Height = 18 meters","B"
"751",2,117,162,7063,759,316,1707,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 62%","Tree Height = 17 meters","B"
"752",2,118,162,9170,759,311,707,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 62%","Tree Height = 18 meters","B"
"753",2,115,168,7063,726,6992,3435,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 68%","Tree Height = 15 meters","B"
"754",2,122,155,7037,759,1865,162,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 55%","Tree Height = 22 meters","B"
"755",2,122,162,7039,726,4786,4468,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 62%","Tree Height = 22 meters","B"
"756",2,118,135,7039,759,5534,814,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 35%","Tree Height = 18 meters","B"
"757",2,111,130,7063,759,356,377,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 30%","Tree Height = 11 meters","B"
"758",2,114,131,7063,759,1423,288,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 31%","Tree Height = 14 meters","B"
"759",2,119,170,7039,726,7726,8034,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Tree","Conifer","Tree Cover = 70%","Tree Height = 19 meters","B"
"760",2,117,154,7063,759,827,1467,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 54%","Tree Height = 17 meters","B"
"761",2,119,154,7063,759,502,1473,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 54%","Tree Height = 19 meters","B"
"762",2,113,149,7063,759,4938,549,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 49%","Tree Height = 13 meters","B"
